分類, 子分類, 問題/描述,初始對話
硬件配置, 处理器(CPU),CPU 性能怎么样？能满足我的需求吗？,
硬件配置, 处理器(CPU),i5 还是i7 更好？,
硬件配置, 处理器(CPU),哪一代的CPU比较新？,
硬件配置, 内存(RAM),需要多大的内存？8GB 还是16GB？,
硬件配置, 内存(RAM),内存对我的工作/游戏影响大吗？,
硬件配置, 存储(硬盘/SSD),固态硬盘(SSD) 和机械硬盘(HDD) 哪个好？容量多大合适？,
硬件配置, 存储(硬盘/SSD),SSD 速度快，但容量小，怎么选择？,
硬件配置, 显卡(GPU),独立显卡和集成显卡有什么区别？我需要独立显卡吗？,
硬件配置, 显卡(GPU),游戏本的显卡型号有哪些？,
硬件配置, 屏幕,屏幕尺寸多大合适？13寸、14寸还是15寸？,
硬件配置, 屏幕,屏幕分辨率多少比较好？1080p 还是4K？,
硬件配置, 屏幕,屏幕刷新率多少比较好？60Hz 还是144Hz?,
硬件配置, 屏幕,屏幕的色彩表现怎么样？,
硬件配置, 接口,接口够用吗？需要USB-C 接口吗？,
硬件配置, 接口,有没有HDMI 接口？,
硬件配置, 电池续航,电池续航时间有多长？能满足我的使用需求吗？,
软件和系统, 操作系统,Windows、macOS、Linux 哪个更适合我？,
软件和系统, 软件兼容性,常用的软件在这个笔记本上能正常运行吗？,
价格和品牌, 预算,我的预算是多少？在这个价位能买到什么配置的笔记本？,
价格和品牌, 品牌,哪个品牌的笔记本电脑质量好？售后服务怎么样？,
价格和品牌, 品牌,有什么推荐的笔记本电脑品牌吗？,
应用场景, 工作,适合办公使用的笔记本电脑有哪些推荐？,
应用场景, 工作,写代码用什么笔记本好？,
应用场景, 学习,适合学生使用的笔记本电脑有哪些推荐？,
应用场景, 游戏,游戏本有哪些推荐？,
应用场景, 游戏,玩大型游戏需要什么配置的笔记本？,
应用场景, 影音娱乐,看视频、听音乐用什么笔记本好？,
其它, 散热,散热怎么样？会不会很烫？,
其它, 便携性,笔记本电脑的重量和体积怎么样？方便携带吗？,
其它, 键盘和触摸板,键盘手感怎么样？触摸板好用吗？,
其它, 售后服务,售后服务怎么样？保修期多久？,
硬件配置, 处理器(CPU), "多核心處理器有什麼好處？"
硬件配置, 处理器(CPU), "筆記本CPU能否超頻？"
硬件配置, 内存(RAM), "是否要雙通道內存？"
硬件配置, 内存(RAM), "需不需要購買可擴充內存的機型？"
硬件配置, 存储(硬盘/SSD), "SSD是NVMe還是SATA，差別在哪？"
硬件配置, 存储(硬盘/SSD), "能否同時裝兩塊硬碟？"
硬件配置, 显卡(GPU), "顯卡顯存容量需要多少才夠？"
硬件配置, 显卡(GPU), "顯卡是否支持專業軟體如CAD或AI訓練？"
硬件配置, 屏幕, "是否支援觸控功能？"
硬件配置, 屏幕, "螢幕亮度與戶外使用體驗如何？"
硬件配置, 屏幕, "有沒有防眩光設計？"
硬件配置, 屏幕, "面板類型是IPS、OLED還是TN？"
硬件配置, 接口, "有沒有SD卡槽？"
硬件配置, 接口, "Thunderbolt支援情況如何？"
硬件配置, 接口, "USB口數量夠嗎？"
硬件配置, 电池续航, "快充技術支援情況如何？"
硬件配置, 电池续航, "能否更換電池？"
硬件配置, 电池续航, "長時間不用電池會不會壞？"
軟件和系統, 操作系统, "筆記本能否安裝雙系統？"
軟件和系統, 操作系统, "系統恢復或重灌是否方便？"
軟件和系統, 软件兼容性, "有沒有預裝常用軟體？"
軟件和系統, 软件兼容性, "是否支援虛擬機器或模擬器？"
軟件和系統, 软件兼容性, "軟體授權是否隨機附送？"
價格和品牌, 预算, "學生預算和辦公預算有什麼差別？"
價格和品牌, 预算, "是否有教育優惠或促銷活動？"
價格和品牌, 品牌, "是否有主打輕薄或高效能的品牌線？"
價格和品牌, 品牌, "品牌在本地的維修網點多嗎？"
價格和品牌, 品牌, "能否自由選配硬體？"
應用場景, 工作, "適合圖形設計或影音編輯的筆電推薦？"
應用場景, 工作, "適合開多個視窗同時辦公的機型？"
應用場景, 學習, "有沒有適合遠端教學的筆電（附攝像頭/麥克風）？"
應用場景, 學習, "新生入學推薦購買哪一類型號？"
應用場景, 遊戲, "是否支援最新遊戲大作的效能？"
應用場景, 遊戲, "遊戲機型的散熱或鍵盤設計有無特色？"
應用場景, 影音娛樂, "筆記本揚聲器音質怎麼樣？"
應用場景, 影音娛樂, "是否支援高解析音源與4K播放？"
其它, 散熱, "散熱結構和風扇噪音如何？"
其它, 散熱, "長時間高負載運作時是否易降頻？"
其它, 便攜性, "機身厚度與旅行攜帶方便性？"
其它, 便攜性, "電源適配器是否輕便？"
其它, 鍵盤和觸摸板, "是否支援背光鍵盤？"
其它, 鍵盤和觸摸板, "觸控板是否支援多手勢操作？"
其它, 售後服務, "有沒有到府維修服務？"
其它, 售後服務, "原廠與經銷商保修有什麼區別？"